,comment_text,TOXIC
91,"Transliteration of Russian place names
In writing about Moscow Metro for the Malayalam Wikipedia, we are finding it difficult to correctly transliterate the Russian place names. For example, do we pronounce Park Kultury as PAARK KALTTARI or PAARK KALCHCHARI (or perhaps something completely different)? Can somebody please help by transliterating the list given in https://ml.wikipedia.org/wiki/സംവാദം:മോസ്കോ_മെട്രോ. (I am not putting the list here as I don't want to clutter up this page.) Thanks",0
92,"""
Almost got me too; I had to look it up to see if it was real. ...  talk """,0
93,How can one defame someone who thinks the Fort Hood Shooting is justified by God's law?,0
94,"LACK OF BALANCE

This article is seriously out of balance.  It would benefit greatly from the introduction of additional information about the negative aspects of the T-34.  Just for the record, this sort of balance problem is not uncommon when there is an over dependence on the works of a particular author.  For example, testing and evaluation of a T-34 by the US Army Ordnance Dept. exposed some very serious problems with the tank.  This type of information should be included in the article to bring it back into balance.",0
95,"""

Thanks. I can see that violating clearly stated Wikipedia policy is no problem with some people, as is now being reviewed elsewhere. Finishing up one other wiki project todsy and then spending the rest of the day on an important personal blog entry.  Then I'll go find other discussions of James Petras' fascinating discussion of the use of the term """"Jewish Lobby"""" so that I don't have to put back up the deleted Dissident Voice article right away per Talk:Jewish_lobby#WP:V_-_comparing_Jewish_Virtual_Library_and_Dissident_Voice.
Carol Moore  talk""",0
96,"""
Hi
Thanks for our kind words. See you around ) Talk """,0
97,"Collusion in poker 

This is regarded as most heinous form of cheating in poker, perhaps some mention of this (or example) is warranted?",0
98,"Thanks much - however, if it's been resolved, why is it that today, when I didn't write anything in edit summary, CAMERA put its ad in my edit summary box?1equalvoice1 (talk)",0
99,"You can do all you're doing right now but if you get a username you'll be able to do more and have more impact is what I'm saying. And you seem to be very familiar with everything so you probably have a username? Just get one, it takes 10 seconds.  (talk•contribs)",0
100,"However, the Moonlite edit noted by golden daph was me (on optus ...)  Wake up wikkis.  So funny",0
101,"Check the following websites:

http://www.iranchamber.com/personalities/farabi/farabi.php
http://www.islam.org.br/%C2%A0al_farabi.htm
http://www.superbeyin.com/sohbet/sohbet.htm",0
102,i can't believe no one has already put up this page Dilbert's Desktop Games so I did,0
103,"""

Well, after I asked you to provide the diffs within one hour of your next edit here, you made an edit to your talk page here and then did not provide the diffs I requested within one hour of that edit. I then sanctioned you for failing to provide the requested diffs in a timely manner (which, after more than a week, you have still not done). Consequently, your request to lift the sanction is denied.  """,0
104,"What page shoudld there be for important characters that DON'T reoccur?
Void, Black Doom, Mephiles, etc",0
105,A pair of jew-hating weiner nazi schmucks.,1
106,"I tend to think that when the list is longer than the rest of the article, there's a problem.  Either the history and characteristics should be expanded, of the list should be culled.  I personally like the consensus that was reached in the Tripel article between  and others...myself included.  We decided that the country of origin should be highlighted with the most examples.  There we did Trappist, Abbey, and Foreign.  Foreign includes all non-Belgium examples.  This way the article is an article in an encyclopedia, not a list.  People can find lists anywhere, and the article should reference this.  Also, the style statistics are bad.  When you say style statistics, it sounds like a prescription, not a description.  An encyclopedia should follow the latter, and if the former is used, a citation should follow...And you'll not find a valid one for this style in it's country of origin.",0
107,"""

 What's up with this? 
""""If you are a religiously or politically motivated to push this or that issue, please refrain from talking on my page. I am not interested. Otherwise, feel free to talk about relevant edits here or science. Deleet (talk) 

I would prefer if the following users never post here:
Maunus ·ʍaunus·snunɐw
WeijiBaikeBianji""""

This guy is a published psychology researcher right? Perhaps he doesn't know you have access to libraries and the best sources. You should point that out more often. It doesn't come across as mind-bendingly condescending. Also I suspect that editor is a racist. See you on the wiki. 121.134.219.36  """,0
